artist,bio,source,url
The Script,"The Script are an Irish pop rock band formed in 2001 in Dublin. The band currently consists of Danny O'Donoghue ,Benjamin Seargent and Ben Weaver (guitar). Glen Power has not been with the band since early 2025, current drummer unknown. Mark Sheehan was a member of the band up until his death in 2023. The band moved to London after signing to Sony Label Group imprint Phonogenic and released their first album The Script in August 2008, preceded by the debut single ""We Cry"" as well as other singles such as ""The Man Who Can't Be Moved"", ""Breakeven"" and ""Before the Worst"". The album peaked at number one in both Ireland and the UK.",wikipedia,https://en.wikipedia.org/wiki/The_Script
David Guetta,"Pierre David Guetta is a French DJ and record producer. He has sold over 10 million albums and 65 million singles globally, with more than 30 billion streams on Spotify. Guetta was voted the number one DJ in the DJ Mag Top 100 DJs polls in 2011, 2020, 2021, 2023 and 2025. In 2013, Billboard ranked his song ""When Love Takes Over"" as the number one dance-pop collaboration of all time.",wikipedia,https://en.wikipedia.org/wiki/David_Guetta
Selena Gomez,"Selena Marie Gomez is an American actress, singer, songwriter, businesswoman, and producer. Gomez began her career as a child actress, appearing on the children's television series Barney & Friends (2002–2004), and emerged as a teen idol for her leading role as Alex Russo on the Disney Channel sitcom Wizards of Waverly Place (2007–2012). She signed with Hollywood Records in 2008 and formed the band Selena Gomez & the Scene, which released three albums: Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (2011).",wikipedia,https://en.wikipedia.org/wiki/Selena_Gomez
Declan McKenna,"Declan Benedict McKenna is an English singer-songwriter. He initially gained recognition for winning the Glastonbury Festival's Emerging Talent Competition in 2015. McKenna self-released the song ""Brazil"", a protest song criticising FIFA and the 2014 FIFA World Cup held in Brazil, as his debut single in December 2015. The song reached number one on Sirius XM Radio's Alt Nation Alt 18 Countdown for 23 January 2016 and held that spot for three weeks. The song also reached number 16 on the U.S. Billboard Alternative Songs chart. He released his debut studio album, What Do You Think About the Car?, in 2017. McKenna released his second studio album, Zeros, in September 2020, after multiple delays due to the COVID-19 pandemic. He released his third album, What Happened to the Beach?, in February 2024.",wikipedia,https://en.wikipedia.org/wiki/Declan_McKenna
Axwell /\ Ingrosso,Axwell & Ingrosso are a Swedish DJ duo consisting of Swedish House Mafia members Axwell and Sebastian Ingrosso. They made their debut performance at the 2014 Governors Ball Music Festival in New York City in June.,wikipedia,https://en.wikipedia.org/wiki/Axwell_%26_Ingrosso
Myke Towers,"Michael Anthony Torres Monge, known professionally as Myke Towers, is a Puerto Rican rapper and singer. He was recognized as New Artist of the Year by the Billboard Latin Music Awards in 2021 and has been nominated at the Latin Grammys. To date, Towers has released 7 studio albums and is co-managed by One World International and S10 Entertainment.",wikipedia,https://en.wikipedia.org/wiki/Myke_Towers
5 Seconds of Summer,"5 Seconds of Summer, often shortened to 5SOS, are an Australian pop rock band formed in Sydney in 2011. The group consists of lead vocalist and rhythm guitarist Luke Hemmings, lead guitarist Michael Clifford, bassist Calum Hood, and drummer Ashton Irwin. Originally beginning their career as YouTube celebrities, they rose to international fame while touring with English-Irish boy band One Direction on their Take Me Home Tour. Since 2014, 5 Seconds of Summer have sold more than 10 million albums, sold over 2 million concert tickets worldwide, and have attained more than 7 billion streams of their songs on music streaming services, making them one of the most successful Australian musical acts in history.",wikipedia,https://en.wikipedia.org/wiki/5_Seconds_of_Summer
ZAYN,"Zayn Malik is a multi-talented English singer-songwriter best known as one of the founding members of the boy-band-of-a-generation One Direction. Born Zain Javadd Malik on January 12, 1993 in the working-class town of Bradford in West Yorkshire, England, Zayn honed his vocal talents and stage command at a young age. Growing up as a mixed race Pakistani-English Muslim in a postindustrial British town presented some difficulties, which resulted in a number of primary school changes. His talents were eventually fostered at Tong High School, where he delved into performing arts and stage production, even starring as Danny Zuko in the school's production of Grease. In 2010, he auditioned for The X Factor but was eliminated (along with his future One Direction bandmates, who also auditioned solo). The quintet was later brought back as a group and Simon Cowell dubbed them One Direction. Despite finishing in third place, their popularity exploded and would not slow their trajectory until the very end. After the show, Cowell immediately signed them to his label, Syco Records, kicking off a craze that hadn't been seen since the turn of the millennium with the Backstreet Boys and *NSYNC. From 2011 to 2014, One Direction released an album each year, each one more successful than the last. Their fourth album, Four, would turn out to be the last with Zayn. In March 2015, while the band was on the On the Road Again Tour, Malik abruptly parted ways with One Direction a week after his final appearance with the group in Hong Kong. Citing stress and a desire for a simpler life out of the spotlight, Malik later revealed that he simply wanted to make music that he could listen to and enjoy. Striking out on his own, he signed with RCA Records and moved to Los Angeles, where he began working on his solo effort with Naughty Boy (Beyoncé, Sam Smith). The two soon parted and Malik turned to Frank Ocean collaborator James ""Malay"" Ho for production help. His debut single, ""Pillowtalk,"" was released in late January 2016, debuted at number one on the Billboard charts, and featured a distinctly more adult-themed alt-R&B sound, similar to the Weeknd and Miguel. His full-length debut, Mind of Mine, was released in early 2016 and topped the Billboard 200 chart. Late that year, he returned with the single ""I Don't Wanna Live Forever,"" a collaboration with Taylor Swift and Bleachers' Jack Antonoff that appeared on the soundtrack to Fifty Shades Darker. Second studio album, ""Icarus Falls,"" was released in December 2018. The album contains 27 tracks including six previous singles he has been released. His song with Sia, ""Dusk Till Dawn"" and and his song with PartyNextDoor, ""Still Got Time"" were initially only in Japanese edition of the record. However, in August 2020 these songs were added to the tracklist in streaming services internationally. In September 2020, Zayn released ""Better"" which is the lead single of his third album ""Nobody Is Listening"" . Later, on January, one week before the album release, Zayn released ""Vibez"" as second single from the album. One week later Zayn released the album. Zayn described this album as ""his most personal project"". Malik has now been released by RCA Records and is an free agent he remains at his home in Pennsylvania recording music. 2.) Zayn (arabic, refers to inner beauty) is an instrumental quartet from Croatia formed in 2011 by Miran Kapelac (bass), Bojan Gatalica (guitar), Marko Dragičević (guitar) and Alen Rožman (drums).",lastfm,https://www.last.fm/music/ZAYN/+wiki
MC Kevin o Chris,"Kevin de Oliveira Zanoni, better known by his stage name Kevin o Chris, is a Brazilian funk singer from Rio de Janeiro, known as one of the main representatives of the 150 BPM style.",wikipedia,https://en.wikipedia.org/wiki/Kevin_O_Chris
Niall Horan,"Niall James Horan is an Irish singer-songwriter. He rose to prominence as a member of the boy band One Direction, formed in 2010 on the singing competition The X Factor. The group released five albums and went on to become one of the best-selling boy bands of all time.",wikipedia,https://en.wikipedia.org/wiki/Niall_Horan
Maluma,"Juan Luis Londoño Arias, known professionally as Maluma, is a Colombian rapper, singer, songwriter and actor. Born and raised in Medellín, he developed an interest in music at a young age, recording songs since age sixteen. Arias released his debut album, Magia, a year later in 2012. But, his breakthrough album was 2015's Pretty Boy, Dirty Boy, which led to successful collaborations with many artists. He released F.A.M.E. in 2018, another commercial success. He followed it with 11:11 in 2019, and Papi Juancho, surprise-released in 2020. His single ""Hawái"" reached number three on the Billboard Global 200, and became the first number one single on the Billboard Global Excl. U.S. chart. Selling more than 18 million records, Maluma is one of the best-selling Latin music artists. Musically, Maluma's songs have been described as reggaeton, Latin trap, and pop.",wikipedia,https://en.wikipedia.org/wiki/Maluma
Majestic,"Kevin Adam Christie, known professionally as Majestic, is an English musician. His singles ""Creeping in the Dark"", ""Naughty Sesh"", and ""Set My Heart on Fire"" charted at numbers 75, 52, and 39 on the UK Singles Chart respectively. His remix of Boney M.'s ""Rasputin"" and cover of Whitney Houston's ""Million Dollar Bill"" charted at numbers 11 and 67 on the same chart, and his vocals have also been sampled in Skrillex's ""Ruffneck "" and Droideka's ""Get Hyper"", which charted at numbers 89 and 29 respectively. In 2020, his album track ""Fresh"" with FooR and Dread MC on 2018's Friends of FooR was used in an advertising campaign for Coors Light.",wikipedia,https://en.wikipedia.org/wiki/Majestic_(musician)
Roar,Roar is an American solo musical project of Arizona-based musician Owen Richard Evans. He started the project in 2010 by releasing the extended play I Can't Handle Change. Evans has since released two more extended plays and four studio albums under the moniker.,wikipedia,https://en.wikipedia.org/wiki/Roar_(musician)
Imagine Dragons,"Imagine Dragons are an American pop rock band formed in 2008, based in Las Vegas, Nevada. The band currently consists of lead singer Dan Reynolds, guitarist Wayne Sermon, and bassist Ben McKee. Their debut single, ""It's Time"", was released in February 2012, reaching the Top 20 of various charts around the world. Their debut album, Night Visions, which resulted in the chart-topping singles ""Radioactive"" and ""Demons"", reached No. 2 in America on release in September 2012, and achieved Platinum sales by June 2013. Rolling Stone named ""Radioactive"", which held the record for most weeks charted on the Billboard Hot 100, the ""biggest rock hit of the year"". MTV called them ""the year's biggest breakout band"", and Billboard named them their ""Breakthrough Band of 2013"" and ""Biggest Band of 2017"", and placed them at the top of their ""Year in Rock"" rankings for 2013, 2017, and 2018. Imagine Dragons topped the Billboard Year-End ""Top Artists – Duo/Group"" category in 2018.",wikipedia,https://en.wikipedia.org/wiki/Imagine_Dragons
Gabry Ponte,"Gabriele ""Gabry"" Ponte is an Italian musician, DJ and producer, best known as a member of Eiffel 65.",wikipedia,https://en.wikipedia.org/wiki/Gabry_Ponte
Kygo,"Kyrre Gørvell-Dahll, known professionally as Kygo, is a Norwegian record producer. He first received international attention with his December 2013 remix of the track ""I See Fire"" by Ed Sheeran and his December 2014 single ""Firestone"". In late 2015, he reached one billion streams on Spotify faster than any other artist, and by June 2016, he had reached two billion streams.",wikipedia,https://en.wikipedia.org/wiki/Kygo
Rels B,"Daniel Heredia Vidal, known professionally as Rels B, is a Spanish rapper, songwriter and record producer. He is considered one of the great rising stars of the Spanish urbano music.",wikipedia,https://en.wikipedia.org/wiki/Rels_B
Luciano,"Luciano is an Italian, Spanish and Portuguese given name and surname. It is derived from Latin Lucianus, patronymic of Lucius (""Light""). The French form is Lucien, the Catalan version is Llucià while the Basque form is Luken.",wikipedia,https://en.wikipedia.org/wiki/Luciano
Kodaline,"Kodaline are an Irish rock band. Originally known as 21 Demands, the band adopted their current name in 2012 to coincide with the changing of their music. The group comprises Steve Garrigan, Vincent May, Mark Prendergast, and Jason Boland.",wikipedia,https://en.wikipedia.org/wiki/Kodaline
Beach Bunny,"Beach Bunny is an American rock band formed in 2015 in Chicago, Illinois. Initially a solo project by guitarist and vocalist Lili Trifilio, Beach Bunny became a full band in 2017. The group achieved widespread popularity after their 2018 song ""Prom Queen"" went viral on TikTok in late 2019. Their 2020 song ""Cloud 9"" also went viral on TikTok in 2021.",wikipedia,https://en.wikipedia.org/wiki/Beach_Bunny_(band)
MGMT,"MGMT is an American rock band formed by Andrew VanWyngarden and Benjamin Goldwasser in 2002 in Middletown, Connecticut. The band was originally known as ""The Management"" before rebranding as MGMT in 2005. Originally signed to Cantora Records by the label's co-founder, New York University undergrad Will Griggs, MGMT later signed with Columbia and RED Ink in 2006 and released their debut album Oracular Spectacular the next year.",wikipedia,https://en.wikipedia.org/wiki/MGMT
The Wanted,"The Wanted are a British-Irish boy band formed in 2009, and originally consisted of members Max George, Siva Kaneswaran, Jay McGuiness, Tom Parker, and Nathan Sykes. The group signed a worldwide contract to Universal Music, Island Records and Mercury Records, and was managed by Scooter Braun.",wikipedia,https://en.wikipedia.org/wiki/The_Wanted
Rixton,"Push Baby are a British pop duo from Manchester, England consisting of singer Jake Roche and multi-instrumentalist Charley Bagnall. They are signed to their own indie label, Wow, Big Legend.",wikipedia,https://en.wikipedia.org/wiki/Push_Baby
Girls' Generation,"Girls' Generation, also known as SNSD, is a South Korean girl group formed by SM Entertainment. The group is composed of eight members: Taeyeon, Sunny, Tiffany, Hyoyeon, Yuri, Sooyoung, Yoona, and Seohyun. Originally a nine-piece ensemble, member Jessica departed from the group in September 2014. Among the most influential girl groups in K-pop and a leading figure of the Korean Wave, Girls' Generation has earned numerous accolades and the honorific nickname ""The Nation's Girl Group"" in their home country.",wikipedia,https://en.wikipedia.org/wiki/Girls'_Generation
Men I Trust,"Men I Trust is a Canadian indie band formed in Quebec City, Quebec, in 2014. The band consists of Emmanuelle Proulx, Jessy Caron, and Dragos Chiriac (keyboards). The group has self-released all of their music.",wikipedia,https://en.wikipedia.org/wiki/Men_I_Trust
MEDUZA,,none,
Soolking,"Abderraouf Deradji, known professionally as Soolking, is an Algerian singer and rapper. He started his career under the pseudonym MC Sool until 2013 before adopting his new stage name. He incorporates reggae, soul, hip-hop and Algerian raï in his music.",wikipedia,https://en.wikipedia.org/wiki/Soolking
Jennifer Lopez,"Jennifer Lynn Lopez is an American singer, songwriter, actress, dancer, and businesswoman. Lopez is regarded as one of the most influential entertainers of her time, credited with breaking barriers for Latino Americans in Hollywood and helping propel the Latin pop movement in music. She is also known for her cultural impact through fashion, branding, and shifting mainstream beauty standards.",wikipedia,https://en.wikipedia.org/wiki/Jennifer_Lopez
AURORA,"Aurora Aksnes, known mononymously as Aurora, is a Norwegian singer, songwriter and record producer. Born in Stavanger and raised in Høle and Os, she started writing songs and learning dance at age six. Her ethereal soundscapes brought her widespread acclaim, earning her the nickname ""Fairy of Pop"".",wikipedia,https://en.wikipedia.org/wiki/Aurora_(singer)
